,Item Name,price
146,Honney 1 Kg,251.18573990789372
147,Honney 1/2,137.3769405440244
148,Honney 100 gm,37.937084163510484
149,Honney 200 gm,70.61483821339118
150,Indian Black globe Grapes,139.14072622201135
151,Indian red globe,157.68521846722717
152,Jack fruit,19.864202810723537
153,Jam 1 kg,98.1485402565474
154,Jam 1/2 kg,71.96561054292995
155,Jam 100 gm,19.631027289920038
156,Jam 200 gm,32.70962797086589
157,Jambo fruit(Nerale),212.27275104148254
158,Jukani,128.6809447643972
159,Jumbu juice,163.54572722940802
160,Kakadi,60.42297303878449
161,Kashini (Ganike) Greens,10.003367356918668
162,Kiwi fruit,389.41546856630947
163,Komark fruit,31.97240905686199
164,Ladys finger,44.60835533032184
165,Leeks,154.5719104164123
166,Letteus Greens,141.70619368134015
167,Lime Local,91.91423404706286
