,Item Name,price
0,Amla,68.6340604648843
1,Anjura/Fig,91.00446523831049
2,Apple Australia,156.3694815314126
3,Apple Chaina Delicious,193.03936057048122
4,Apple Chilli,120.69479095144898
5,Apple Delicious,139.34787711581353
6,Apple Economy,120.50392683049974
7,Apple Fuji chaina,224.79486835996946
8,Apple Golden delicious,82.55070392724957
9,Apple Green smith,274.7062461899715
10,Apple Newzeland,228.29759138347674
11,Apple Simla,101.07784222211532
12,Apple Washington,236.3595510221927
13,Apple hazarath palli,120.31238925387049
14,Apple juice,87.1302631233597
15,Arive greens,37.77925838879519
16,Avare seed (FB seeds),118.09716762010399
17,Avarebele (F. Beans spok),198.31726297472522
18,Avarekai (Field Beans ),49.76887876694828
19,Baby corn,25.822862510615305
20,Baby corn cleaned,119.24469737383369
21,Bale hoovu(B.flower),25.694305270351613
22,BaleDindu (Banana stem),27.86209145877856
23,Banana Nendra,59.58205135248896
24,Banana Rasabale,48.528081998027275
25,Banana Yellaki,61.18909019176498
26,Banana chandra,61.949631424425675
27,Banana cooking R.Banana,50.55518921687229
28,Banana pachabale,25.443879282388277
29,Basale Greens,43.260721836937805
30,Batani kalu,261.84107111469467
31,Beans,50.28254248798427
32,Beans Fruit,55.69705653215762
33,Beans Nati,24.20187955701608
34,Beans Ring,20.990137307244822
35,Beans cleaned,53.176960027914745
36,Beet Root,31.54959236590851
37,Berry Golden,231.82188234516408
38,Berry Green,178.68684274721994
39,Berry Soft,188.3678704347357
40,Berry Southafrica,173.46799687705195
41,Berry ball,74.96342400086748
42,Berry fruit Ooty,20.108161456774226
43,Bitter Gourd,37.148866796358014
44,Bore fruit,28.954979039292297
45,Bottle Gourd,27.615511176832072
46,Brahmi amla juice,92.39585110073119
47,Bread fruit,58.5214808388588
48,Brinjal (R),27.969179614582
49,Brinjal (W),36.977381391834015
50,Brinjal Bottle,41.81625362768513
51,Brocoli,224.28913026777585
52,Butter fruit,107.39424237556618
53,Byladha Hannu,37.23148066490852
54,Cabbage,21.778357690777796
55,Cabbage Red,72.44856786326253
56,Cabbage chaina,65.12134528364066
57,Capsicum,45.17614600994949
58,Capsicum Red/Yellow,122.02740955969857
59,Carrot Delhi,36.507909725856706
60,Carrot Nati,46.59763512231435
61,Carrot ooty,54.94224926023984
62,Cauliflower per Kg,45.8867425053726
63,Cauliflower(B),37.04240567669583
64,Cauliflower(M),30.11571829279629
65,Chain Berry,140.13019579082203
66,Chakota greens,40.211389503594624
67,Cherry Tomoto,93.86576211338637
68,Cherry fruit,98.58322193953977
69,Cherry kashmir,407.4392058801818
70,Chicco(Sapota),43.71654014790462
71,Chicco(Sapota) rapined,49.384041254266656
72,Chikadi kai,49.30977185052916
73,Chikkadikai Round,44.03231677958756
74,Chikkadikai cleaned,57.75995455660289
75,Chilakarive green,25.814982623713114
76,Chilles small cleaned (C.B.P),74.02483005016218
77,Chillies Bajji,40.93906006760567
78,Chillies Bajji yagani,44.86402284986496
79,Chillies Cleaned,43.63391313278463
80,Chillies Green,42.906202444752395
81,Chillies small (C.B.P),73.92534010372569
82,Chocolates Drink box,39.594849488247775
83,Chow-Chow,30.767139012613434
84,Cluster Bean Local,37.12550915247144
85,Cluster Beans Bunches,21.361139262721924
86,Coconut (B),27.311534059622122
87,Coconut (M),23.844352526929633
88,Coconut (OS),14.545771083283713
89,Coconut (S),18.761921348985446
90,Coconut oil 500 ml,96.65106057257013
91,Copra,149.73206002927276
92,Corriander Leave,48.31110213403161
93,Cowpea Long,54.4456045020158
94,Cucumber,23.680604759655033
95,Cucumber Israle,42.72099617207563
96,Cucumber Nati,40.777617487317414
97,Cucumber Ooty,115.4038957809312
98,Cucumber white,26.959594149981825
99,Curry leave,65.24126446640443
100,Custerd Apple,42.2512991780394
101,Dhantu greens,42.542651870896194
102,Double Beans,86.7932935839792
103,Double Beans seeds,169.13565032632673
104,Drumstik,85.62528555028605
105,Dry apricot,7.766890239791524
106,Dry dates,140.11695680148608
107,Dry fruit mixed,112.18989639103145
108,Eggs,5.035396610508764
109,Fanda,32.99634711881995
110,Fruit Juice Tailand,15.837802231656955
111,G. nut Golden oil 1 lt,146.7278906385572
112,G. nut oil Rice 1 lt,82.65717075513679
113,G. nut oil safal deep1 lt,96.80373343422671
114,G. nut sungold 1 lt,110.33795778201939
115,G.nut oil Premium1 lt,118.63251873747805
116,G.nut oil Rice Bron 1 lt,102.95242030735231
117,G.oil Net rich 500 ml,58.11725011013739
118,Garlic,110.17384033602623
119,Garlic cleaned,172.04168382067655
120,Ginger,52.20098649925624
121,Ginger New,63.531626882466725
122,Grapes Blore blue,46.50144917564088
123,Grapes Crimson,37.020643839096415
124,Grapes Dilkush,65.8284284257717
125,Grapes Dry 250gm,94.17358516296137
126,Grapes Flame,77.03775859867963
127,Grapes Krishna sharad,109.62467487769129
128,Grapes Red globe,383.1281402320933
129,Grapes Rose,52.00454410291377
130,Grapes Sharad,105.5881778183809
131,Grapes Sonika,105.40327425840806
132,Grapes T.S.,101.55689368573857
133,GrapesAnabi shahi,21.054161295651472
134,Grapesh Tash ganesh,84.73946308044333
135,Greens Sabbakki,58.83121928760887
136,Ground nut Local,78.47222680257586
137,Ground nut oil 1 lt,118.96117678309675
138,Ground nut oil 5 lt,743.3796322244997
139,Guava,56.20938502250711
140,Guava Allahabad(Red),73.94007291280532
141,Gulkan 1 kg,105.58828874218445
142,Gulkan 1/2 kg,52.796073279598225
143,Gulkan 1/4 kg,39.595614442609715
144,Herali kai,68.51690795837953
145,Hesaru kalu,108.58443264732567
